"Input","Output","Frequency","VAgreeSurface","*Unraised","ID"
"terjiman-NON_RAISER","terjiman-NON_RAISER-RAISED-B","0","1","","1"
"terjiman-NON_RAISER","terjiman-NON_RAISER-UNRAISED-F","0","1","",""
"terjiman-NON_RAISER","terjiman-NON_RAISER-UNRAISED-B","294","","",""
"terjime-NON_RAISER","terjime-NON_RAISER-RAISED-F","0","","","1"
"terjime-NON_RAISER","terjime-NON_RAISER-RAISED-B","0","1","","1"
"terjime-NON_RAISER","terjime-NON_RAISER-UNRAISED-F","1","","",""
"terjime-NON_RAISER","terjime-NON_RAISER-UNRAISED-B","0","1","",""
"terjime-RAISER","terjime-RAISER-RAISED-F","135","","","1"
"terjime-RAISER","terjime-RAISER-RAISED-B","0","1","","1"
"terjime-RAISER","terjime-RAISER-UNRAISED-F","0","","1",""
"terjime-RAISER","terjime-RAISER-UNRAISED-B","0","1","1",""
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-RAISED-F","0","","","1"
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-RAISED-B","0","1","","1"
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-UNRAISED-F","0","1","",""
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-UNRAISED-B","7","","",""
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-RAISED-F","0","","","1"
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-RAISED-B","0","1","","1"
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-UNRAISED-F","0","1","",""
"terjimihal-NON_RAISER","terjimihal-NON_RAISER-UNRAISED-B","55","","",""
"terjimishunas-NON_RAISER","terjimishunas-NON_RAISER-RAISED-F","0","1","","1"
"terjimishunas-NON_RAISER","terjimishunas-NON_RAISER-RAISED-B","0","","","1"
"terjimishunas-NON_RAISER","terjimishunas-NON_RAISER-UNRAISED-F","0","1","",""
"terjimishunas-NON_RAISER","terjimishunas-NON_RAISER-UNRAISED-B","6","","",""
"terle-RAISER","terle-RAISER-RAISED-F","2","","","1"
"terle-RAISER","terle-RAISER-RAISED-B","0","1","","1"
"terle-RAISER","terle-RAISER-UNRAISED-F","0","","1",""
"terle-RAISER","terle-RAISER-UNRAISED-B","0","1","1",""
"terlet-NON_RAISER","terlet-NON_RAISER-RAISED-F","0","","","1"
"terlet-NON_RAISER","terlet-NON_RAISER-RAISED-B","0","1","","1"
"terlet-NON_RAISER","terlet-NON_RAISER-UNRAISED-F","1","","",""
"terlet-NON_RAISER","terlet-NON_RAISER-UNRAISED-B","0","1","",""
"térritoriye-NON_RAISER","térritoriye-NON_RAISER-RAISED-F","0","1","","1"
"térritoriye-NON_RAISER","térritoriye-NON_RAISER-RAISED-B","0","","","1"
"térritoriye-NON_RAISER","térritoriye-NON_RAISER-UNRAISED-F","122","","",""
"térritoriye-NON_RAISER","térritoriye-NON_RAISER-UNRAISED-B","0","1","",""
"tertiple-NON_RAISER","tertiple-NON_RAISER-RAISED-F","0","","","1"
"tertiple-NON_RAISER","tertiple-NON_RAISER-RAISED-B","0","1","","1"
"tertiple-NON_RAISER","tertiple-NON_RAISER-UNRAISED-F","2","","",""
"tertiple-NON_RAISER","tertiple-NON_RAISER-UNRAISED-B","0","1","",""
"teruz-NON_RAISER","teruz-NON_RAISER-RAISED-F","0","","","1"
"teruz-NON_RAISER","teruz-NON_RAISER-RAISED-B","0","1","","1"
"teruz-NON_RAISER","teruz-NON_RAISER-UNRAISED-F","3","1","",""
"teruz-NON_RAISER","teruz-NON_RAISER-UNRAISED-B","7","","",""
"teselli-NON_RAISER","teselli-NON_RAISER-RAISED-F","0","","","1"
"teselli-NON_RAISER","teselli-NON_RAISER-RAISED-B","0","1","","1"
"teselli-NON_RAISER","teselli-NON_RAISER-UNRAISED-F","6","","",""
"teselli-NON_RAISER","teselli-NON_RAISER-UNRAISED-B","0","1","",""
"tesewur-NON_RAISER","tesewur-NON_RAISER-RAISED-F","0","","","1"
"tesewur-NON_RAISER","tesewur-NON_RAISER-RAISED-B","0","1","","1"
"tesewur-NON_RAISER","tesewur-NON_RAISER-UNRAISED-F","0","1","",""
"tesewur-NON_RAISER","tesewur-NON_RAISER-UNRAISED-B","7","","",""
"tesewwup-NON_RAISER","tesewwup-NON_RAISER-RAISED-F","0","","","1"
"tesewwup-NON_RAISER","tesewwup-NON_RAISER-RAISED-B","0","1","","1"
"tesewwup-NON_RAISER","tesewwup-NON_RAISER-UNRAISED-F","0","1","",""
"tesewwup-NON_RAISER","tesewwup-NON_RAISER-UNRAISED-B","8","","",""
"tesewwur-NON_RAISER","tesewwur-NON_RAISER-RAISED-F","0","","","1"
"tesewwur-NON_RAISER","tesewwur-NON_RAISER-RAISED-B","0","1","","1"
"tesewwur-NON_RAISER","tesewwur-NON_RAISER-UNRAISED-F","0","1","",""
"tesewwur-NON_RAISER","tesewwur-NON_RAISER-UNRAISED-B","142","","",""
"teshebbus-NON_RAISER","teshebbus-NON_RAISER-RAISED-F","0","","","1"
"teshebbus-NON_RAISER","teshebbus-NON_RAISER-RAISED-B","0","1","","1"
"teshebbus-NON_RAISER","teshebbus-NON_RAISER-UNRAISED-F","0","1","",""
"teshebbus-NON_RAISER","teshebbus-NON_RAISER-UNRAISED-B","178","","",""
"teshekkürname-RAISER","teshekkürname-RAISER-RAISED-F","5","1","","1"
"teshekkürname-RAISER","teshekkürname-RAISER-RAISED-B","0","","","1"
"teshekkürname-RAISER","teshekkürname-RAISER-UNRAISED-F","0","","1",""
"teshekkürname-RAISER","teshekkürname-RAISER-UNRAISED-B","0","1","1",""
"teshwishlen-NON_RAISER","teshwishlen-NON_RAISER-RAISED-F","0","","","1"
"teshwishlen-NON_RAISER","teshwishlen-NON_RAISER-RAISED-B","0","1","","1"
"teshwishlen-NON_RAISER","teshwishlen-NON_RAISER-UNRAISED-F","6","","",""
"teshwishlen-NON_RAISER","teshwishlen-NON_RAISER-UNRAISED-B","0","1","",""
"teshwishlen-RAISER","teshwishlen-RAISER-RAISED-F","5","","","1"
"teshwishlen-RAISER","teshwishlen-RAISER-RAISED-B","0","1","","1"
"teshwishlen-RAISER","teshwishlen-RAISER-UNRAISED-F","0","","1",""
"teshwishlen-RAISER","teshwishlen-RAISER-UNRAISED-B","0","1","1",""
"tesirat-NON_RAISER","tesirat-NON_RAISER-RAISED-F","0","","","1"
"tesirat-NON_RAISER","tesirat-NON_RAISER-RAISED-B","0","1","","1"
"tesirat-NON_RAISER","tesirat-NON_RAISER-UNRAISED-F","0","1","",""
"tesirat-NON_RAISER","tesirat-NON_RAISER-UNRAISED-B","208","","",""
"tesirat-NON_RAISER","tesirat-NON_RAISER-RAISED-F","0","","","1"
"tesirat-NON_RAISER","tesirat-NON_RAISER-RAISED-B","0","1","","1"
"tesirat-NON_RAISER","tesirat-NON_RAISER-UNRAISED-F","0","1","",""
"tesirat-NON_RAISER","tesirat-NON_RAISER-UNRAISED-B","15","","",""
"tesirchan-NON_RAISER","tesirchan-NON_RAISER-RAISED-F","0","","","1"
"tesirchan-NON_RAISER","tesirchan-NON_RAISER-RAISED-B","0","1","","1"
"tesirchan-NON_RAISER","tesirchan-NON_RAISER-UNRAISED-F","0","1","",""
"tesirchan-NON_RAISER","tesirchan-NON_RAISER-UNRAISED-B","4","","",""
"tesirlen-NON_RAISER","tesirlen-NON_RAISER-RAISED-F","0","","","1"
"tesirlen-NON_RAISER","tesirlen-NON_RAISER-RAISED-B","0","1","","1"
"tesirlen-NON_RAISER","tesirlen-NON_RAISER-UNRAISED-F","118","","",""
"tesirlen-NON_RAISER","tesirlen-NON_RAISER-UNRAISED-B","0","1","",""
"tesirlen-RAISER","tesirlen-RAISER-RAISED-F","5","","","1"
"tesirlen-RAISER","tesirlen-RAISER-RAISED-B","1","1","","1"
"tesirlen-RAISER","tesirlen-RAISER-UNRAISED-F","0","","1",""
"tesirlen-RAISER","tesirlen-RAISER-UNRAISED-B","0","1","1",""
"teslesh-NON_RAISER","teslesh-NON_RAISER-RAISED-F","0","","","1"
"teslesh-NON_RAISER","teslesh-NON_RAISER-RAISED-B","0","1","","1"
"teslesh-NON_RAISER","teslesh-NON_RAISER-UNRAISED-F","8","","",""
"teslesh-NON_RAISER","teslesh-NON_RAISER-UNRAISED-B","0","1","",""
"teslesh-RAISER","teslesh-RAISER-RAISED-F","1","","","1"
"teslesh-RAISER","teslesh-RAISER-RAISED-B","0","1","","1"
"teslesh-RAISER","teslesh-RAISER-UNRAISED-F","0","","1",""
"teslesh-RAISER","teslesh-RAISER-UNRAISED-B","0","1","1",""
"teslimname-RAISER","teslimname-RAISER-RAISED-F","4","1","","1"
"teslimname-RAISER","teslimname-RAISER-RAISED-B","0","","","1"
"teslimname-RAISER","teslimname-RAISER-UNRAISED-F","0","","1",""
"teslimname-RAISER","teslimname-RAISER-UNRAISED-B","0","1","1",""
"testiqname-RAISER","testiqname-RAISER-RAISED-F","1","1","","1"
"testiqname-RAISER","testiqname-RAISER-RAISED-B","0","","","1"
"testiqname-RAISER","testiqname-RAISER-UNRAISED-F","0","","1",""
"testiqname-RAISER","testiqname-RAISER-UNRAISED-B","0","1","1",""
"teswirle-NON_RAISER","teswirle-NON_RAISER-RAISED-F","0","","","1"
"teswirle-NON_RAISER","teswirle-NON_RAISER-RAISED-B","0","1","","1"
"teswirle-NON_RAISER","teswirle-NON_RAISER-UNRAISED-F","60","","",""
"teswirle-NON_RAISER","teswirle-NON_RAISER-UNRAISED-B","0","1","",""
"teswirle-RAISER","teswirle-RAISER-RAISED-F","55","","","1"
"teswirle-RAISER","teswirle-RAISER-RAISED-B","0","1","","1"
"teswirle-RAISER","teswirle-RAISER-UNRAISED-F","0","","1",""
"teswirle-RAISER","teswirle-RAISER-UNRAISED-B","0","1","1",""
"teswirlen-RAISER","teswirlen-RAISER-RAISED-F","7","","","1"
"teswirlen-RAISER","teswirlen-RAISER-RAISED-B","0","1","","1"
"teswirlen-RAISER","teswirlen-RAISER-UNRAISED-F","0","","1",""
"teswirlen-RAISER","teswirlen-RAISER-UNRAISED-B","0","1","1",""
"tewbe-RAISER","tewbe-RAISER-RAISED-F","2","","","1"
"tewbe-RAISER","tewbe-RAISER-RAISED-B","0","1","","1"
"tewbe-RAISER","tewbe-RAISER-UNRAISED-F","0","","1",""
"tewbe-RAISER","tewbe-RAISER-UNRAISED-B","0","1","1",""
"tewe-NON_RAISER","tewe-NON_RAISER-RAISED-F","0","","","1"
"tewe-NON_RAISER","tewe-NON_RAISER-RAISED-B","0","1","","1"
"tewe-NON_RAISER","tewe-NON_RAISER-UNRAISED-F","1706","","",""
"tewe-NON_RAISER","tewe-NON_RAISER-UNRAISED-B","2","1","",""
"tewellut-NON_RAISER","tewellut-NON_RAISER-RAISED-F","0","","","1"
"tewellut-NON_RAISER","tewellut-NON_RAISER-RAISED-B","0","1","","1"
"tewellut-NON_RAISER","tewellut-NON_RAISER-UNRAISED-F","0","1","",""
"tewellut-NON_RAISER","tewellut-NON_RAISER-UNRAISED-B","21","","",""
"tewrat-NON_RAISER","tewrat-NON_RAISER-RAISED-F","0","","","1"
"tewrat-NON_RAISER","tewrat-NON_RAISER-RAISED-B","0","1","","1"
"tewrat-NON_RAISER","tewrat-NON_RAISER-UNRAISED-F","0","1","",""
"tewrat-NON_RAISER","tewrat-NON_RAISER-UNRAISED-B","18","","",""
"tewren-NON_RAISER","tewren-NON_RAISER-RAISED-F","0","","","1"
"tewren-NON_RAISER","tewren-NON_RAISER-RAISED-B","0","1","","1"
"tewren-NON_RAISER","tewren-NON_RAISER-UNRAISED-F","121","","",""
"tewren-NON_RAISER","tewren-NON_RAISER-UNRAISED-B","0","1","",""
"tewren-RAISER","tewren-RAISER-RAISED-F","11","","","1"
"tewren-RAISER","tewren-RAISER-RAISED-B","0","1","","1"
"tewren-RAISER","tewren-RAISER-UNRAISED-F","0","","1",""
"tewren-RAISER","tewren-RAISER-UNRAISED-B","0","1","1",""
"tewresh-NON_RAISER","tewresh-NON_RAISER-RAISED-F","0","","","1"
"tewresh-NON_RAISER","tewresh-NON_RAISER-RAISED-B","0","1","","1"
"tewresh-NON_RAISER","tewresh-NON_RAISER-UNRAISED-F","147","","",""
"tewresh-NON_RAISER","tewresh-NON_RAISER-UNRAISED-B","0","1","",""
"tewret-NON_RAISER","tewret-NON_RAISER-RAISED-F","0","","","1"
"tewret-NON_RAISER","tewret-NON_RAISER-RAISED-B","0","1","","1"
"tewret-NON_RAISER","tewret-NON_RAISER-UNRAISED-F","31","","",""
"tewret-NON_RAISER","tewret-NON_RAISER-UNRAISED-B","0","1","",""
"tewret-RAISER","tewret-RAISER-RAISED-F","33","","","1"
"tewret-RAISER","tewret-RAISER-RAISED-B","0","1","","1"
"tewret-RAISER","tewret-RAISER-UNRAISED-F","0","","1",""
"tewret-RAISER","tewret-RAISER-UNRAISED-B","0","1","1",""
"tewsiye-NON_RAISER","tewsiye-NON_RAISER-RAISED-F","0","","","1"
"tewsiye-NON_RAISER","tewsiye-NON_RAISER-RAISED-B","0","1","","1"
"tewsiye-NON_RAISER","tewsiye-NON_RAISER-UNRAISED-F","136","","",""
"tewsiye-NON_RAISER","tewsiye-NON_RAISER-UNRAISED-B","0","1","",""
"texellus-NON_RAISER","texellus-NON_RAISER-RAISED-F","0","","","1"
"texellus-NON_RAISER","texellus-NON_RAISER-RAISED-B","0","1","","1"
"texellus-NON_RAISER","texellus-NON_RAISER-UNRAISED-F","0","1","",""
"texellus-NON_RAISER","texellus-NON_RAISER-UNRAISED-B","38","","",""
"texey-RAISER","texey-RAISER-RAISED-F","0","","","1"
"texey-RAISER","texey-RAISER-RAISED-B","0","1","","1"
"texey-RAISER","texey-RAISER-UNRAISED-F","14","","1",""
"texey-RAISER","texey-RAISER-UNRAISED-B","0","1","1",""
"texle-NON_RAISER","texle-NON_RAISER-RAISED-F","0","","","1"
"texle-NON_RAISER","texle-NON_RAISER-RAISED-B","0","1","","1"
"texle-NON_RAISER","texle-NON_RAISER-UNRAISED-F","1","","",""
"texle-NON_RAISER","texle-NON_RAISER-UNRAISED-B","0","1","",""
"texminle-RAISER","texminle-RAISER-RAISED-F","0","","","1"
"texminle-RAISER","texminle-RAISER-RAISED-B","0","1","","1"
"texminle-RAISER","texminle-RAISER-UNRAISED-F","1","","1",""
"texminle-RAISER","texminle-RAISER-UNRAISED-B","0","1","1",""
"texse-RAISER","texse-RAISER-RAISED-F","12","","","1"
"texse-RAISER","texse-RAISER-RAISED-B","0","1","","1"
"texse-RAISER","texse-RAISER-UNRAISED-F","8","","1",""
"texse-RAISER","texse-RAISER-UNRAISED-B","0","1","1",""
"teyinle-NON_RAISER","teyinle-NON_RAISER-RAISED-F","0","","","1"
"teyinle-NON_RAISER","teyinle-NON_RAISER-RAISED-B","0","1","","1"
"teyinle-NON_RAISER","teyinle-NON_RAISER-UNRAISED-F","91","","",""
"teyinle-NON_RAISER","teyinle-NON_RAISER-UNRAISED-B","0","1","",""
"teyinle-RAISER","teyinle-RAISER-RAISED-F","58","","","1"
"teyinle-RAISER","teyinle-RAISER-RAISED-B","0","1","","1"
"teyinle-RAISER","teyinle-RAISER-UNRAISED-F","0","","1",""
"teyinle-RAISER","teyinle-RAISER-UNRAISED-B","0","1","1",""
"teywen-NON_RAISER","teywen-NON_RAISER-RAISED-F","0","","","1"
"teywen-NON_RAISER","teywen-NON_RAISER-RAISED-B","0","1","","1"
"teywen-NON_RAISER","teywen-NON_RAISER-UNRAISED-F","507","","",""
"teywen-NON_RAISER","teywen-NON_RAISER-UNRAISED-B","1","1","",""
"teyyar-NON_RAISER","teyyar-NON_RAISER-RAISED-F","0","","","1"
"teyyar-NON_RAISER","teyyar-NON_RAISER-RAISED-B","0","1","","1"
"teyyar-NON_RAISER","teyyar-NON_RAISER-UNRAISED-F","3","1","",""
"teyyar-NON_RAISER","teyyar-NON_RAISER-UNRAISED-B","1940","","",""
"teyyarla-NON_RAISER","teyyarla-NON_RAISER-RAISED-F","0","1","","1"
"teyyarla-NON_RAISER","teyyarla-NON_RAISER-RAISED-B","0","","","1"
"teyyarla-NON_RAISER","teyyarla-NON_RAISER-UNRAISED-F","0","1","",""
"teyyarla-NON_RAISER","teyyarla-NON_RAISER-UNRAISED-B","138","","",""
"teyyarla-RAISER","teyyarla-RAISER-RAISED-F","0","1","","1"
"teyyarla-RAISER","teyyarla-RAISER-RAISED-B","70","","","1"
"teyyarla-RAISER","teyyarla-RAISER-UNRAISED-F","0","1","1",""
"teyyarla-RAISER","teyyarla-RAISER-UNRAISED-B","1","","1",""
"teyyartap-NON_RAISER","teyyartap-NON_RAISER-RAISED-F","0","1","","1"
"teyyartap-NON_RAISER","teyyartap-NON_RAISER-RAISED-B","0","","","1"
"teyyartap-NON_RAISER","teyyartap-NON_RAISER-UNRAISED-F","0","1","",""
"teyyartap-NON_RAISER","teyyartap-NON_RAISER-UNRAISED-B","16","","",""
"teziye-RAISER","teziye-RAISER-RAISED-F","7","","","1"
"teziye-RAISER","teziye-RAISER-RAISED-B","0","1","","1"
"teziye-RAISER","teziye-RAISER-UNRAISED-F","0","","1",""
"teziye-RAISER","teziye-RAISER-UNRAISED-B","0","1","1",""
"tibabet-NON_RAISER","tibabet-NON_RAISER-RAISED-F","0","1","","1"
"tibabet-NON_RAISER","tibabet-NON_RAISER-RAISED-B","0","","","1"
"tibabet-NON_RAISER","tibabet-NON_RAISER-UNRAISED-F","11","","",""
"tibabet-NON_RAISER","tibabet-NON_RAISER-UNRAISED-B","0","1","",""
"tibabet-RAISER","tibabet-RAISER-RAISED-F","19","1","","1"
"tibabet-RAISER","tibabet-RAISER-RAISED-B","1","","","1"
"tibabet-RAISER","tibabet-RAISER-UNRAISED-F","0","","1",""
"tibabet-RAISER","tibabet-RAISER-UNRAISED-B","0","1","1",""
"tibabetxana-RAISER","tibabetxana-RAISER-RAISED-F","0","1","","1"
"tibabetxana-RAISER","tibabetxana-RAISER-RAISED-B","3","","","1"
"tibabetxana-RAISER","tibabetxana-RAISER-UNRAISED-F","0","1","1",""
"tibabetxana-RAISER","tibabetxana-RAISER-UNRAISED-B","0","","1",""
"tijaretchi-NON_RAISER","tijaretchi-NON_RAISER-RAISED-F","0","1","","1"
"tijaretchi-NON_RAISER","tijaretchi-NON_RAISER-RAISED-B","0","","","1"
"tijaretchi-NON_RAISER","tijaretchi-NON_RAISER-UNRAISED-F","148","","",""
"tijaretchi-NON_RAISER","tijaretchi-NON_RAISER-UNRAISED-B","2","1","",""
"tilawet-NON_RAISER","tilawet-NON_RAISER-RAISED-F","0","1","","1"
"tilawet-NON_RAISER","tilawet-NON_RAISER-RAISED-B","0","","","1"
"tilawet-NON_RAISER","tilawet-NON_RAISER-UNRAISED-F","11","","",""
"tilawet-NON_RAISER","tilawet-NON_RAISER-UNRAISED-B","0","1","",""
"tilawet-RAISER","tilawet-RAISER-RAISED-F","3","1","","1"
"tilawet-RAISER","tilawet-RAISER-RAISED-B","0","","","1"
"tilawet-RAISER","tilawet-RAISER-UNRAISED-F","0","","1",""
"tilawet-RAISER","tilawet-RAISER-UNRAISED-B","0","1","1",""
"tilemche-RAISER","tilemche-RAISER-RAISED-F","8","","","1"
"tilemche-RAISER","tilemche-RAISER-RAISED-B","1","1","","1"
"tilemche-RAISER","tilemche-RAISER-UNRAISED-F","0","","1",""
"tilemche-RAISER","tilemche-RAISER-UNRAISED-B","0","1","1",""
"tilshunas-NON_RAISER","tilshunas-NON_RAISER-RAISED-F","0","1","","1"
"tilshunas-NON_RAISER","tilshunas-NON_RAISER-RAISED-B","0","","","1"
"tilshunas-NON_RAISER","tilshunas-NON_RAISER-UNRAISED-F","0","1","",""
"tilshunas-NON_RAISER","tilshunas-NON_RAISER-UNRAISED-B","248","","",""
"tinchliqperwer-NON_RAISER","tinchliqperwer-NON_RAISER-RAISED-F","0","","","1"
"tinchliqperwer-NON_RAISER","tinchliqperwer-NON_RAISER-RAISED-B","0","1","","1"
"tinchliqperwer-NON_RAISER","tinchliqperwer-NON_RAISER-UNRAISED-F","2","","",""
"tinchliqperwer-NON_RAISER","tinchliqperwer-NON_RAISER-UNRAISED-B","0","1","",""
"tiransport-NON_RAISER","tiransport-NON_RAISER-RAISED-F","0","1","","1"
"tiransport-NON_RAISER","tiransport-NON_RAISER-RAISED-B","0","","","1"
"tiransport-NON_RAISER","tiransport-NON_RAISER-UNRAISED-F","0","1","",""
"tiransport-NON_RAISER","tiransport-NON_RAISER-UNRAISED-B","2","","",""
"tiyatirxana-RAISER","tiyatirxana-RAISER-RAISED-F","0","1","","1"
"tiyatirxana-RAISER","tiyatirxana-RAISER-RAISED-B","44","","","1"
"tiyatirxana-RAISER","tiyatirxana-RAISER-UNRAISED-F","0","1","1",""
"tiyatirxana-RAISER","tiyatirxana-RAISER-UNRAISED-B","0","","1",""
"töhmet-NON_RAISER","töhmet-NON_RAISER-RAISED-F","0","","","1"
"töhmet-NON_RAISER","töhmet-NON_RAISER-RAISED-B","0","1","","1"
"töhmet-NON_RAISER","töhmet-NON_RAISER-UNRAISED-F","105","","",""
"töhmet-NON_RAISER","töhmet-NON_RAISER-UNRAISED-B","1","1","",""
"töhmet-RAISER","töhmet-RAISER-RAISED-F","7","","","1"
"töhmet-RAISER","töhmet-RAISER-RAISED-B","0","1","","1"
"töhmet-RAISER","töhmet-RAISER-UNRAISED-F","0","","1",""
"töhmet-RAISER","töhmet-RAISER-UNRAISED-B","0","1","1",""
"töhmetchi-NON_RAISER","töhmetchi-NON_RAISER-RAISED-F","0","","","1"
"töhmetchi-NON_RAISER","töhmetchi-NON_RAISER-RAISED-B","0","1","","1"
"töhmetchi-NON_RAISER","töhmetchi-NON_RAISER-UNRAISED-F","2","","",""
"töhmetchi-NON_RAISER","töhmetchi-NON_RAISER-UNRAISED-B","0","1","",""
"töhmetname-RAISER","töhmetname-RAISER-RAISED-F","1","1","","1"
"töhmetname-RAISER","töhmetname-RAISER-RAISED-B","0","","","1"
"töhmetname-RAISER","töhmetname-RAISER-UNRAISED-F","0","","1",""
"töhmetname-RAISER","töhmetname-RAISER-UNRAISED-B","0","1","1",""
"töhpe-NON_RAISER","töhpe-NON_RAISER-RAISED-F","0","","","1"
"töhpe-NON_RAISER","töhpe-NON_RAISER-RAISED-B","0","1","","1"
"töhpe-NON_RAISER","töhpe-NON_RAISER-UNRAISED-F","1","","",""
"töhpe-NON_RAISER","töhpe-NON_RAISER-UNRAISED-B","0","1","",""
"töhpe-RAISER","töhpe-RAISER-RAISED-F","311","","","1"
"töhpe-RAISER","töhpe-RAISER-RAISED-B","0","1","","1"
"töhpe-RAISER","töhpe-RAISER-UNRAISED-F","0","","1",""
"töhpe-RAISER","töhpe-RAISER-UNRAISED-B","0","1","1",""
"töküwet-NON_RAISER","töküwet-NON_RAISER-RAISED-F","0","","","1"
"töküwet-NON_RAISER","töküwet-NON_RAISER-RAISED-B","0","1","","1"
"töküwet-NON_RAISER","töküwet-NON_RAISER-UNRAISED-F","4","","",""
"töküwet-NON_RAISER","töküwet-NON_RAISER-UNRAISED-B","0","1","",""
"tola-RAISER","tola-RAISER-RAISED-F","1","1","","1"
"tola-RAISER","tola-RAISER-RAISED-B","39","","","1"
"tola-RAISER","tola-RAISER-UNRAISED-F","0","1","1",""
"tola-RAISER","tola-RAISER-UNRAISED-B","0","","1",""
"toldur-NON_RAISER","toldur-NON_RAISER-RAISED-F","0","1","","1"
"toldur-NON_RAISER","toldur-NON_RAISER-RAISED-B","0","","","1"
"toldur-NON_RAISER","toldur-NON_RAISER-UNRAISED-F","0","1","",""
"toldur-NON_RAISER","toldur-NON_RAISER-UNRAISED-B","324","","",""
"töle-NON_RAISER","töle-NON_RAISER-RAISED-F","0","","","1"
"töle-NON_RAISER","töle-NON_RAISER-RAISED-B","0","1","","1"
"töle-NON_RAISER","töle-NON_RAISER-UNRAISED-F","35","","",""
"töle-NON_RAISER","töle-NON_RAISER-UNRAISED-B","1","1","",""
"töle-RAISER","töle-RAISER-RAISED-F","155","","","1"
"töle-RAISER","töle-RAISER-RAISED-B","1","1","","1"
"töle-RAISER","töle-RAISER-UNRAISED-F","5","","1",""
"töle-RAISER","töle-RAISER-UNRAISED-B","0","1","1",""
"tölem-NON_RAISER","tölem-NON_RAISER-RAISED-F","0","","","1"
"tölem-NON_RAISER","tölem-NON_RAISER-RAISED-B","0","1","","1"
"tölem-NON_RAISER","tölem-NON_RAISER-UNRAISED-F","132","","",""
"tölem-NON_RAISER","tölem-NON_RAISER-UNRAISED-B","0","1","",""
"tölem-RAISER","tölem-RAISER-RAISED-F","4","","","1"
"tölem-RAISER","tölem-RAISER-RAISED-B","0","1","","1"
"tölem-RAISER","tölem-RAISER-UNRAISED-F","0","","1",""
"tölem-RAISER","tölem-RAISER-UNRAISED-B","0","1","1",""
"tölep-NON_RAISER","tölep-NON_RAISER-RAISED-F","0","","","1"
"tölep-NON_RAISER","tölep-NON_RAISER-RAISED-B","0","1","","1"
"tölep-NON_RAISER","tölep-NON_RAISER-UNRAISED-F","1","","",""
"tölep-NON_RAISER","tölep-NON_RAISER-UNRAISED-B","0","1","",""
"tölesh-NON_RAISER","tölesh-NON_RAISER-RAISED-F","0","","","1"
"tölesh-NON_RAISER","tölesh-NON_RAISER-RAISED-B","0","1","","1"
"tölesh-NON_RAISER","tölesh-NON_RAISER-UNRAISED-F","3","","",""
"tölesh-NON_RAISER","tölesh-NON_RAISER-UNRAISED-B","0","1","",""
"toliye-RAISER","toliye-RAISER-RAISED-F","1","1","","1"
"toliye-RAISER","toliye-RAISER-RAISED-B","0","","","1"
"toliye-RAISER","toliye-RAISER-UNRAISED-F","0","","1",""
"toliye-RAISER","toliye-RAISER-UNRAISED-B","0","1","1",""
"tomur-NON_RAISER","tomur-NON_RAISER-RAISED-F","0","1","","1"
"tomur-NON_RAISER","tomur-NON_RAISER-RAISED-B","0","","","1"
"tomur-NON_RAISER","tomur-NON_RAISER-UNRAISED-F","0","1","",""
"tomur-NON_RAISER","tomur-NON_RAISER-UNRAISED-B","164","","",""
"tömür-NON_RAISER","tömür-NON_RAISER-RAISED-F","0","","","1"
"tömür-NON_RAISER","tömür-NON_RAISER-RAISED-B","0","1","","1"
"tömür-NON_RAISER","tömür-NON_RAISER-UNRAISED-F","48","","",""
"tömür-NON_RAISER","tömür-NON_RAISER-UNRAISED-B","0","1","",""
"tömürchi-NON_RAISER","tömürchi-NON_RAISER-RAISED-F","0","","","1"
"tömürchi-NON_RAISER","tömürchi-NON_RAISER-RAISED-B","0","1","","1"
"tömürchi-NON_RAISER","tömürchi-NON_RAISER-UNRAISED-F","56","","",""
