"","","","VAgree","HarmonizeBack","HarmonizeFront"
"","uwila-RAISE-B","1","","","0.164146507988369"
"uxla","uxla-RAISE-F","0","1","0.995833472529076",""
"","uxla-RAISE-B","80","","","0.00416652747092383"
"uyal","uyal-RAISE-F","0","1","0.987985120899917",""
"","uyal-RAISE-B","3","","","0.0120148791000826"
"uyghunlash","uyghunlash-RAISE-F","0","1","0.966563671292609",""
"","uyghunlash-RAISE-B","8","","","0.0334363287073914"
"uyushma","uyushma-RAISE-F","0.999999999999996","1","0.99509011871869",""
"","uyushma-RAISE-B","77","","","0.00490988128131031"
"uzar","uzar-RAISE-F","0","1","0.97421920845667",""
"","uzar-RAISE-B","9","","","0.0257807915433304"
"uzat","uzat-RAISE-F","0","1","0.995929294168496",""
"","uzat-RAISE-B","32","","","0.00407070583150382"
"uzunda","uzunda-RAISE-F","2","1","0.880924449858283",""
"","uzunda-RAISE-B","0","","","0.119075550141717"
"wakalet","wakalet-RAISE-F","10","1","0.00626220052713818",""
"","wakalet-RAISE-B","0","","","0.993737799472862"
"wakaletxana","wakaletxana-RAISE-F","0","1","0.989764564760483",""
"","wakaletxana-RAISE-B","3","","","0.0102354352395174"
"wanna","wanna-RAISE-F","0","1","0.978380878012036",""
"","wanna-RAISE-B","11","","","0.0216191219879643"
"waras","waras-RAISE-F","0","1","0.988673083972253",""
"","waras-RAISE-B","1","","","0.0113269160277466"
"wasite","wasite-RAISE-F","1280","1","0.0143693692727385",""
"","wasite-RAISE-B","46","","","0.985630630727262"
"waste","waste-RAISE-F","209","1","0.024898133431001",""
"","waste-RAISE-B","209","","","0.975101866568999"
"waxan","waxan-RAISE-F","0","1","0.950650127056663",""
"","waxan-RAISE-B","1","","","0.0493498729433366"
"waysa","waysa-RAISE-F","0","1","0.95477458767731",""
"","waysa-RAISE-B","5","","","0.0452254123226896"
"waza","waza-RAISE-F","0","1","0.941993045114454",""
"","waza-RAISE-B","3","","","0.0580069548855457"
"wazaret","wazaret-RAISE-F","6","1","0.134312638843771",""
"","wazaret-RAISE-B","0","","","0.865687361156229"
"wede","wede-RAISE-F","641","","0.00471594301351714",""
"","wede-RAISE-B","0","1","","0.995284056986483"
"wesiyet","wesiyet-RAISE-F","48","","0.0148491318212401",""
"","wesiyet-RAISE-B","0","1","","0.98515086817876"
"weswese","weswese-RAISE-F","19","","0.0767084942935903",""
"","weswese-RAISE-B","0","1","","0.92329150570641"
"weten","weten-RAISE-F","1285","","0.00272464035725998",""
"","weten-RAISE-B","2","1","","0.99727535964274"
"wetendash","wetendash-RAISE-F","0","","0.994990522731341",""
"","wetendash-RAISE-B","1","1","","0.00500947726865897"
"wezipe","wezipe-RAISE-F","2268","","0.00740615079772224",""
"","wezipe-RAISE-B","0","1","","0.992593849202278"
"weziyet","weziyet-RAISE-F","1242","","0.0026172000133181",""
"","weziyet-RAISE-B","0","1","","0.997382799986682"
"widalash","widalash-RAISE-F","0","1","0.979707407559673",""
"","widalash-RAISE-B","4","","","0.0202925924403271"
"wilayet","wilayet-RAISE-F","1135","1","0.00282564254702194",""
"","wilayet-RAISE-B","0","","","0.997174357452978"
"xala","xala-RAISE-F","64","1","0.998257026924407",""
"","xala-RAISE-B","1302","","","0.0017429730755929"
"xalta","xalta-RAISE-F","0","1","0.995503453477505",""
"","xalta-RAISE-B","90","","","0.00449654652249476"
"xana","xana-RAISE-F","6","1","0.990233671551136",""
"","xana-RAISE-B","29","","","0.00976632844886427"
"xarabe","xarabe-RAISE-F","47","1","0.028384061769899",""
"","xarabe-RAISE-B","16","","","0.971615938230101"
"xarablash","xarablash-RAISE-F","0","1","0.973452047656112",""
"","xarablash-RAISE-B","10","","","0.0265479523438881"
"xarla","xarla-RAISE-F","0","1","0.980041812265236",""
"","xarla-RAISE-B","14","","","0.0199581877347641"
"xasiyet","xasiyet-RAISE-F","4","1","0.00362095745183442",""
"","xasiyet-RAISE-B","0","","","0.996379042548166"
"xatalash","xatalash-RAISE-F","0","1","0.990645464324388",""
"","xatalash-RAISE-B","3","","","0.00935453567561151"
"xatire","xatire-RAISE-F","545","1","0.00298100419805251",""
"","xatire-RAISE-B","6","","","0.997018995801948"
"xatirile","xatirile-RAISE-F","49","1","0.00208937983966483",""
"","xatirile-RAISE-B","0","","","0.997910620160335"
"xatirjemsizlen","xatirjemsizlen-RAISE-F","1","","0.141467666300019",""
"","xatirjemsizlen-RAISE-B","0","1","","0.858532333699981"
"xatirle","xatirle-RAISE-F","3","1","0.00681246130876344",""
"","xatirle-RAISE-B","0","","","0.993187538691237"
"xejle","xejle-RAISE-F","14","","0.0115543107668797",""
"","xejle-RAISE-B","1","1","","0.98844568923312"
"xelife","xelife-RAISE-F","1","","0.0263274378575631",""
"","xelife-RAISE-B","0","1","","0.973672562142437"
"xelipe","xelipe-RAISE-F","79","","0.0163052477394226",""
"","xelipe-RAISE-B","0","1","","0.983694752260577"
"xelq'aralash","xelq'aralash-RAISE-F","0","1","0.986316474747828",""
"","xelq'aralash-RAISE-B","57","","","0.0136835252521721"
"xelqara","xelqara-RAISE-F","0","1","0.835853492011631",""
"","xelqara-RAISE-B","1","","","0.164146507988369"
"xende","xende-RAISE-F","2","","0.175550158920531",""
"","xende-RAISE-B","0","1","","0.824449841079469"
"xensuche","xensuche-RAISE-F","0","1","0.773591574986874",""
"","xensuche-RAISE-B","3","","","0.226408425013126"
"xenzuche","xenzuche-RAISE-F","7","1","0.4146850242654",""
"","xenzuche-RAISE-B","35","","","0.585314975734599"
"xerite","xerite-RAISE-F","158","","0.0101396275399656",""
"","xerite-RAISE-B","1","1","","0.989860372460034"
"xeste","xeste-RAISE-F","2","","0.175550158920531",""
"","xeste-RAISE-B","0","1","","0.824449841079469"
"xetme","xetme-RAISE-F","1","","0.00722592432737434",""
"","xetme-RAISE-B","0","1","","0.992774075672626"
"xewer","xewer-RAISE-F","5657","","0.000914054619944357",""
"","xewer-RAISE-B","0","1","","0.999085945380056"
"xewpsire","xewpsire-RAISE-F","3","","0.363844961821523",""
"","xewpsire-RAISE-B","0","1","","0.636155038178477"
"xezine","xezine-RAISE-F","95","","0.0364122142848102",""
"","xezine-RAISE-B","0","1","","0.96358778571519"
"xirajet","xirajet-RAISE-F","23","1","0.00623626755611208",""
"","xirajet-RAISE-B","0","","","0.993763732443888"
"xitayche","xitayche-RAISE-F","6.99999999999999","1","0.33726305324227",""
"","xitayche-RAISE-B","128","","","0.66273694675773"
"xizmetdash","xizmetdash-RAISE-F","1","","0.991717894951295",""
"","xizmetdash-RAISE-B","4","1","","0.00828210504870486"
"xoncha","xoncha-RAISE-F","1","1","0.950816453799495",""
"","xoncha-RAISE-B","0","","","0.0491835462005055"
"xorat","xorat-RAISE-F","0","1","0.977060400652405",""
"","xorat-RAISE-B","7","","","0.022939599347595"
"xoraz","xoraz-RAISE-F","0","1","0.987156861199314",""
"","xoraz-RAISE-B","1","","","0.0128431388006858"
"xorla","xorla-RAISE-F","0","1","0.995988221672321",""
"","xorla-RAISE-B","5","","","0.00401177832767929"
"xorma","xorma-RAISE-F","0","1","0.989855135239959",""
"","xorma-RAISE-B","5","","","0.0101448647600414"
"xoshlash","xoshlash-RAISE-F","0","1","0.989466068759802",""
"","xoshlash-RAISE-B","13","","","0.010533931240198"
"xristi'anche","xristi'anche-RAISE-F","0","1","0.840048299514186",""
"","xristi'anche-RAISE-B","2","","","0.159951700485814"
"xromosoma","xromosoma-RAISE-F","0","1","0.949919504980529",""
"","xromosoma-RAISE-B","2","","","0.0500804950194706"
"xulase","xulase-RAISE-F","137","1","0.0162712405532593",""
"","xulase-RAISE-B","15","","","0.983728759446741"
"xulasila","xulasila-RAISE-F","10","1","0.991355916237897",""
"","xulasila-RAISE-B","3","","","0.00864408376210324"
"xunsa","xunsa-RAISE-F","0","1","0.835853492011631",""
"","xunsa-RAISE-B","1","","","0.164146507988369"
"xupiyane","xupiyane-RAISE-F","3","1","0.067485522209425",""
"","xupiyane-RAISE-B","1","","","0.932514477790575"
"xushallan","xushallan-RAISE-F","0","1","0.961451390633804",""
"","xushallan-RAISE-B","4","","","0.0385486093661958"
"xususiyet","xususiyet-RAISE-F","35","1","0.00583664335783935",""
"","xususiyet-RAISE-B","0","","","0.994163356642161"
"xutbe","xutbe-RAISE-F","36","1","0.0388993018242265",""
"","xutbe-RAISE-B","9","","","0.961100698175773"
"yada","yada-RAISE-F","0","1","0.939252326769985",""
"","yada-RAISE-B","1","","","0.0607476732300152"
"yadla","yadla-RAISE-F","0","1","0.993094665728913",""
"","yadla-RAISE-B","16","","","0.00690533427108653"
"yadname","yadname-RAISE-F","8","1","0.132730930265894",""
"","yadname-RAISE-B","3","","","0.867269069734106"
"yala","yala-RAISE-F","0","1","0.982538600788384",""
"","yala-RAISE-B","3","","","0.0174613992116159"
"yaldama","yaldama-RAISE-F","0","1","0.98963649604758",""
"","yaldama-RAISE-B","6","","","0.01036350395242"
"yalla","yalla-RAISE-F","0","1","0.960275160837994",""
"","yalla-RAISE-B","4","","","0.0397248391620063"
"yalqunla","yalqunla-RAISE-F","0","1","0.930424500861668",""
"","yalqunla-RAISE-B","2","","","0.0695754991383322"
"yama","yama-RAISE-F","0","1","0.880924449858283",""
"","yama-RAISE-B","1","","","0.119075550141717"
"yaman","yaman-RAISE-F","0","1","0.996063286683187",""
"","yaman-RAISE-B","7","","","0.00393671331681256"
"yamanla","yamanla-RAISE-F","0","1","0.977020645963705",""
"","yamanla-RAISE-B","6","","","0.0229793540362948"
"yamanlash","yamanlash-RAISE-F","0","1","0.989564617042155",""
"","yamanlash-RAISE-B","34","","","0.0104353829578451"
"yamash","yamash-RAISE-F","0","1","0.974275439492336",""
"","yamash-RAISE-B","8","","","0.0257245605076641"
"yamra","yamra-RAISE-F","0","1","0.984178544385904",""
"","yamra-RAISE-B","30","","","0.0158214556140956"
"yandash","yandash-RAISE-F","0","1","0.978741802494507",""
"","yandash-RAISE-B","2","","","0.0212581975054931"
"yangra","yangra-RAISE-F","0","1","0.98711180414943",""
"","yangra-RAISE-B","36","","","0.0128881958505702"
"yangza","yangza-RAISE-F","0","1","0.977516134209295",""
"","yangza-RAISE-B","1","","","0.0224838657907055"
"yanpash","yanpash-RAISE-F","0","1","0.969232551867034",""
"","yanpash-RAISE-B","4","","","0.0307674481329657"
"yapa","yapa-RAISE-F","0","1","0.916076844500907",""
"","yapa-RAISE-B","1","","","0.0839231554990931"
"yaponche","yaponche-RAISE-F","1","1","0.702408497095951",""
"","yaponche-RAISE-B","8","","","0.297591502904049"
"yaponiye","yaponiye-RAISE-F","364","1","0.00164924818654927",""
"","yaponiye-RAISE-B","0","","","0.998350751813451"
"yapta","yapta-RAISE-F","2","1","0.880924449858283",""
"","yapta-RAISE-B","0","","","0.119075550141717"
"yara","yara-RAISE-F","0","1","0.994991582149748",""
"","yara-RAISE-B","202","","","0.00500841785025208"
"yarash","yarash-RAISE-F","0","1","0.987819866701795",""
"","yarash-RAISE-B","8","","","0.0121801332982046"
"yarat","yarat-RAISE-F","0","1","0.996978272306169",""
"","yarat-RAISE-B","295","","","0.00302172769383102"
"yardem","yardem-RAISE-F","645","1","0.00133478128203797",""
"","yardem-RAISE-B","3","","","0.998665218717962"
"yardemlesh","yardemlesh-RAISE-F","17","","0.0341210261089025",""
"","yardemlesh-RAISE-B","2","1","","0.965878973891097"
"yasa","yasa-RAISE-F","0","1","0.995922657012604",""
"","yasa-RAISE-B","51","","","0.00407734298739615"
"yasal","yasal-RAISE-F","0","1","0.990588694976858",""
"","yasal-RAISE-B","28","","","0.00941130502314191"
"yasalma","yasalma-RAISE-F","0","1","0.959083391149855",""
"","yasalma-RAISE-B","14","","","0.040916608850145"
"yasan","yasan-RAISE-F","0","1","0.979366242280573",""
"","yasan-RAISE-B","10","","","0.0206337577194267"
"yasash","yasash-RAISE-F","0","1","0.978044609497722",""
"","yasash-RAISE-B","10","","","0.0219553905022781"
"yasat","yasat-RAISE-F","0","1","0.969827607906384",""
"","yasat-RAISE-B","1","","","0.0301723920936161"
"yasha","yasha-RAISE-F","0","1","0.999245285159968",""
"","yasha-RAISE-B","354","","","0.000754714840031534"
"yashlash","yashlash-RAISE-F","0","1","0.938363901532941",""
"","yashlash-RAISE-B","2","","","0.0616360984670585"
"yashna","yashna-RAISE-F","0","1","0.982966407737175",""
"","yashna-RAISE-B","1","","","0.017033592262825"
"yashnat","yashnat-RAISE-F","0","1","0.94330606109648",""
"","yashnat-RAISE-B","1","","","0.0566939389035204"
"yasighucha","yasighucha-RAISE-F","0","1","0.975656680512165",""
"","yasighucha-RAISE-B","7","","","0.0243433194878349"
"yataqxana","yataqxana-RAISE-F","0","1","0.994590973610643",""
"","yataqxana-RAISE-B","9","","","0.00540902638935692"
"yatlash","yatlash-RAISE-F","0","1","0.983558261461122",""
"","yatlash-RAISE-B","11","","","0.0164417385388784"
"yawropa","yawropa-RAISE-F","0","1","0.998141481256733",""
"","yawropa-RAISE-B","3","","","0.00185851874326681"
"yaxshila","yaxshila-RAISE-F","0","1","0.994118252749257",""
"","yaxshila-RAISE-B","100","","","0.00588174725074342"
"yayla","yayla-RAISE-F","0","1","0.923789143168634",""
"","yayla-RAISE-B","1","","","0.0762108568313656"
"yazma","yazma-RAISE-F","0","1","0.995019032419932",""
"","yazma-RAISE-B","495","","","0.00498096758006783"
"yekshenbe","yekshenbe-RAISE-F","34","","0.00210207444315802",""
"","yekshenbe-RAISE-B","0","1","","0.997897925556842"
"yekünle","yekünle-RAISE-F","9","","0.105410370030788",""
"","yekünle-RAISE-B","0","1","","0.894589629969212"
"yenggüshle","yenggüshle-RAISE-F","5","","0.27763365004578",""
"","yenggüshle-RAISE-B","0","1","","0.72236634995422"
"yéngisheher","yéngisheher-RAISE-F","1","","0.00414763407079608",""
"","yéngisheher-RAISE-B","0","1","","0.995852365929204"
"yerlesh","yerlesh-RAISE-F","44","","0.0350151826396027",""
"","yerlesh-RAISE-B","0","1","","0.964984817360397"
"yeshme","yeshme-RAISE-F","3","","0.164780168043537",""
"","yeshme-RAISE-B","0","1","","0.835219831956463"
"yette","yette-RAISE-F","52","","0.0869438071919928",""
"","yette-RAISE-B","0","1","","0.913056192808007"
"yilname","yilname-RAISE-F","15","1","0.186276423429643",""
"","yilname-RAISE-B","10","","","0.813723576570357"
"yola","yola-RAISE-F","0","1","0.979019155210173",""
"","yola-RAISE-B","24","","","0.0209808447898272"
"yolbashlash","yolbashlash-RAISE-F","0","1","0.835853492011631",""
"","yolbashlash-RAISE-B","1","","","0.164146507988369"
"yoldash","yoldash-RAISE-F","0","1","0.995076376489297",""
"","yoldash-RAISE-B","18","","","0.00492362351070297"
"yöle","yöle-RAISE-F","11","","0.0181178312307298",""
"","yöle-RAISE-B","0","1","","0.98188216876927"
"yolla","yolla-RAISE-F","0","1","0.996950924150449",""
"","yolla-RAISE-B","78","","","0.00304907584955127"
"yollanma","yollanma-RAISE-F","0","1","0.98807347236122",""
"","yollanma-RAISE-B","71","","","0.0119265276387803"
"yolwas","yolwas-RAISE-F","0","1","0.995889917934524",""
"","yolwas-RAISE-B","1","","","0.00411008206547592"
"yota","yota-RAISE-F","0","1","0.969979962866415",""
"","yota-RAISE-B","7","","","0.0300200371335855"
"yötel","yötel-RAISE-F","2","","0.0266514370376589",""
"","yötel-RAISE-B","0","1","","0.973348562962341"
"yugoslawiye","yugoslawiye-RAISE-F","3","1","0.0227980285224057",""
"","yugoslawiye-RAISE-B","0","","","0.977201971477594"
"yumila","yumila-RAISE-F","0","1","0.835853492011631",""
"","yumila-RAISE-B","1","","","0.164146507988369"
"yumsha","yumsha-RAISE-F","0","1","0.963325552668191",""
"","yumsha-RAISE-B","9","","","0.0366744473318086"
"yunanche","yunanche-RAISE-F","0","1","0.263562176645451",""
"","yunanche-RAISE-B","3","","","0.736437823354549"
"yunda","yunda-RAISE-F","0","1","0.978074361407048",""
"","yunda-RAISE-B","3","","","0.021925638592952"
"yuqumlan","yuqumlan-RAISE-F","0","1","0.990623359706059",""
"","yuqumlan-RAISE-B","9","","","0.00937664029394125"
"yurtdash","yurtdash-RAISE-F","0","1","0.992910357731429",""
"","yurtdash-RAISE-B","1","","","0.00708964226857112"
"yüze","yüze-RAISE-F","3","","0.0461849696240728",""
"","yüze-RAISE-B","0","1","","0.953815030375927"
"yüzle","yüzle-RAISE-F","1","","0.120886257888214",""
"","yüzle-RAISE-B","0","1","","0.879113742111786"
"yüzlen","yüzlen-RAISE-F","1","","0.489178423338703",""
"","yüzlen-RAISE-B","0","1","","0.510821576661297"
"zamane","zamane-RAISE-F","11","1","0.0563507998119879",""
"","zamane-RAISE-B","219","","","0.943649200188012"
"zamaniwilash","zamaniwilash-RAISE-F","0","1","0.980770599211413",""
"","zamaniwilash-RAISE-B","15","","","0.0192294007885867"
"zapas","zapas-RAISE-F","0","1","0.994309755670893",""
"","zapas-RAISE-B","34","","","0.00569024432910692"
"zapchas","zapchas-RAISE-F","0","1","0.988377645143783",""
"","zapchas-RAISE-B","1","","","0.0116223548562171"
"zarla","zarla-RAISE-F","0","1","0.969543159924677",""
"","zarla-RAISE-B","8","","","0.0304568400753231"
"ze'iplesh","ze'iplesh-RAISE-F","10","","0.0801059898039244",""
"","ze'iplesh-RAISE-B","0","1","","0.919894010196076"
"zeher","zeher-RAISE-F","2","","0.00238758304663657",""
"","zeher-RAISE-B","0","1","","0.997612416953363"
"zeherle","zeherle-RAISE-F","32","","0.0940367893056929",""
"","zeherle-RAISE-B","1","1","","0.905963210694307"
"zeherxende","zeherxende-RAISE-F","13","","0.0690816603139765",""
"","zeherxende-RAISE-B","0","1","","0.930918339686023"
"zenjirle","zenjirle-RAISE-F","2","","0.310373924070696",""
"","zenjirle-RAISE-B","0","1","","0.689626075929304"
"zerbe","zerbe-RAISE-F","233","","0.00171252617790023",""
"","zerbe-RAISE-B","0","1","","0.9982874738221"
"zerde","zerde-RAISE-F","5","","0.130123736051073",""
"","zerde-RAISE-B","0","1","","0.869876263948926"
"zeretle","zeretle-RAISE-F","3","","0.27763365004578",""
"","zeretle-RAISE-B","0","1","","0.72236634995422"
"zerre","zerre-RAISE-F","8","","0.0618595658287693",""
"","zerre-RAISE-B","0","1","","0.938140434171231"
"zeypane","zeypane-RAISE-F","1","1","0.891307164455352",""
"","zeypane-RAISE-B","0","","","0.108692835544648"
"zhornal","zhornal-RAISE-F","0","1","0.994233340679573",""
"","zhornal-RAISE-B","53","","","0.00576665932042741"
"zhurnal","zhurnal-RAISE-F","0","1","0.998014020592108",""
"","zhurnal-RAISE-B","562","","","0.00198597940789214"
"ziyapet","ziyapet-RAISE-F","144","1","0.00557125427972725",""
"","ziyapet-RAISE-B","1","","","0.994428745720273"
"ziyaret","ziyaret-RAISE-F","784","1","0.00313833367127146",""
"","ziyaret-RAISE-B","2","","","0.996861666328729"
"zona","zona-RAISE-F","0","1","0.991626392497611",""
"","zona-RAISE-B","118","","","0.00837360750238869"
