"Input","Output","Frequency","VAgreeSurface","VAgreeUnderlying","*Unraised","ID"
"seltenet-NON_RAISER","seltenet-NON_RAISER-UNRAISED-B","0","1","1","",""
"seltenet-RAISER","seltenet-RAISER-RAISED-F","7","","","","1"
"seltenet-RAISER","seltenet-RAISER-RAISED-B","0","1","1","","1"
"seltenet-RAISER","seltenet-RAISER-UNRAISED-F","0","","","1",""
"seltenet-RAISER","seltenet-RAISER-UNRAISED-B","0","1","1","1",""
"semere-RAISER","semere-RAISER-RAISED-F","23","","","","1"
"semere-RAISER","semere-RAISER-RAISED-B","0","1","1","","1"
"semere-RAISER","semere-RAISER-UNRAISED-F","0","","","1",""
"semere-RAISER","semere-RAISER-UNRAISED-B","0","1","1","1",""
"semet-NON_RAISER","semet-NON_RAISER-RAISED-F","0","","","","1"
"semet-NON_RAISER","semet-NON_RAISER-RAISED-B","0","1","1","","1"
"semet-NON_RAISER","semet-NON_RAISER-UNRAISED-F","3","","","",""
"semet-NON_RAISER","semet-NON_RAISER-UNRAISED-B","0","1","1","",""
"semimiyet-NON_RAISER","semimiyet-NON_RAISER-RAISED-F","0","","","","1"
"semimiyet-NON_RAISER","semimiyet-NON_RAISER-RAISED-B","0","1","1","","1"
"semimiyet-NON_RAISER","semimiyet-NON_RAISER-UNRAISED-F","16","","","",""
"semimiyet-NON_RAISER","semimiyet-NON_RAISER-UNRAISED-B","0","1","1","",""
"semimiyet-RAISER","semimiyet-RAISER-RAISED-F","13","","","","1"
"semimiyet-RAISER","semimiyet-RAISER-RAISED-B","0","1","1","","1"
"semimiyet-RAISER","semimiyet-RAISER-UNRAISED-F","0","","","1",""
"semimiyet-RAISER","semimiyet-RAISER-UNRAISED-B","0","1","1","1",""
"semimiyetsiz-NON_RAISER","semimiyetsiz-NON_RAISER-RAISED-F","0","","","","1"
"semimiyetsiz-NON_RAISER","semimiyetsiz-NON_RAISER-RAISED-B","0","1","1","","1"
"semimiyetsiz-NON_RAISER","semimiyetsiz-NON_RAISER-UNRAISED-F","20","","","",""
"semimiyetsiz-NON_RAISER","semimiyetsiz-NON_RAISER-UNRAISED-B","0","1","1","",""
"semre-NON_RAISER","semre-NON_RAISER-RAISED-F","1","","","","1"
"semre-NON_RAISER","semre-NON_RAISER-RAISED-B","0","1","1","","1"
"semre-NON_RAISER","semre-NON_RAISER-UNRAISED-F","0","","","",""
"semre-NON_RAISER","semre-NON_RAISER-UNRAISED-B","0","1","1","",""
"semre-RAISER","semre-RAISER-RAISED-F","4","","","","1"
"semre-RAISER","semre-RAISER-RAISED-B","0","1","1","","1"
"semre-RAISER","semre-RAISER-UNRAISED-F","0","","","1",""
"semre-RAISER","semre-RAISER-UNRAISED-B","0","1","1","1",""
"sen'et-NON_RAISER","sen'et-NON_RAISER-RAISED-F","0","","","","1"
"sen'et-NON_RAISER","sen'et-NON_RAISER-RAISED-B","0","1","1","","1"
"sen'et-NON_RAISER","sen'et-NON_RAISER-UNRAISED-F","410","","","",""
"sen'et-NON_RAISER","sen'et-NON_RAISER-UNRAISED-B","0","1","1","",""
"sen'et-RAISER","sen'et-RAISER-RAISED-F","318","","","","1"
"sen'et-RAISER","sen'et-RAISER-RAISED-B","1","1","1","","1"
"sen'et-RAISER","sen'et-RAISER-UNRAISED-F","0","","","1",""
"sen'et-RAISER","sen'et-RAISER-UNRAISED-B","0","1","1","1",""
"sen'etchi-NON_RAISER","sen'etchi-NON_RAISER-RAISED-F","0","","","","1"
"sen'etchi-NON_RAISER","sen'etchi-NON_RAISER-RAISED-B","0","1","1","","1"
"sen'etchi-NON_RAISER","sen'etchi-NON_RAISER-UNRAISED-F","239","","","",""
"sen'etchi-NON_RAISER","sen'etchi-NON_RAISER-UNRAISED-B","0","1","1","",""
"sen'etxumar-NON_RAISER","sen'etxumar-NON_RAISER-RAISED-F","0","1","1","","1"
"sen'etxumar-NON_RAISER","sen'etxumar-NON_RAISER-RAISED-B","0","","","","1"
"sen'etxumar-NON_RAISER","sen'etxumar-NON_RAISER-UNRAISED-F","0","1","1","",""
"sen'etxumar-NON_RAISER","sen'etxumar-NON_RAISER-UNRAISED-B","14","","","",""
"sendel-NON_RAISER","sendel-NON_RAISER-RAISED-F","0","","","","1"
"sendel-NON_RAISER","sendel-NON_RAISER-RAISED-B","0","1","1","","1"
"sendel-NON_RAISER","sendel-NON_RAISER-UNRAISED-F","1","","","",""
"sendel-NON_RAISER","sendel-NON_RAISER-UNRAISED-B","0","1","1","",""
"senem-NON_RAISER","senem-NON_RAISER-RAISED-F","0","","","","1"
"senem-NON_RAISER","senem-NON_RAISER-RAISED-B","0","1","1","","1"
"senem-NON_RAISER","senem-NON_RAISER-UNRAISED-F","31","","","",""
"senem-NON_RAISER","senem-NON_RAISER-UNRAISED-B","0","1","1","",""
"senem-RAISER","senem-RAISER-RAISED-F","13","","","","1"
"senem-RAISER","senem-RAISER-RAISED-B","0","1","1","","1"
"senem-RAISER","senem-RAISER-UNRAISED-F","0","","","1",""
"senem-RAISER","senem-RAISER-UNRAISED-B","0","1","1","1",""
"senle-RAISER","senle-RAISER-RAISED-F","2","","","","1"
"senle-RAISER","senle-RAISER-RAISED-B","0","1","1","","1"
"senle-RAISER","senle-RAISER-UNRAISED-F","0","","","1",""
"senle-RAISER","senle-RAISER-UNRAISED-B","0","1","1","1",""
"senler-NON_RAISER","senler-NON_RAISER-RAISED-F","0","","","","1"
"senler-NON_RAISER","senler-NON_RAISER-RAISED-B","0","1","1","","1"
"senler-NON_RAISER","senler-NON_RAISER-UNRAISED-F","3","","","",""
"senler-NON_RAISER","senler-NON_RAISER-UNRAISED-B","0","1","1","",""
"senmu-NON_RAISER","senmu-NON_RAISER-RAISED-F","0","","1","","1"
"senmu-NON_RAISER","senmu-NON_RAISER-RAISED-B","0","1","","","1"
"senmu-NON_RAISER","senmu-NON_RAISER-UNRAISED-F","0","1","1","",""
"senmu-NON_RAISER","senmu-NON_RAISER-UNRAISED-B","1","","","",""
"seper-NON_RAISER","seper-NON_RAISER-RAISED-F","0","","","","1"
"seper-NON_RAISER","seper-NON_RAISER-RAISED-B","0","1","1","","1"
"seper-NON_RAISER","seper-NON_RAISER-UNRAISED-F","786","","","",""
"seper-NON_RAISER","seper-NON_RAISER-UNRAISED-B","0","1","1","",""
"seper-RAISER","seper-RAISER-RAISED-F","577","","","","1"
"seper-RAISER","seper-RAISER-RAISED-B","0","1","1","","1"
"seper-RAISER","seper-RAISER-UNRAISED-F","0","","","1",""
"seper-RAISER","seper-RAISER-UNRAISED-B","0","1","1","1",""
"seperchi-NON_RAISER","seperchi-NON_RAISER-RAISED-F","0","","","","1"
"seperchi-NON_RAISER","seperchi-NON_RAISER-RAISED-B","0","1","1","","1"
"seperchi-NON_RAISER","seperchi-NON_RAISER-UNRAISED-F","2","","","",""
"seperchi-NON_RAISER","seperchi-NON_RAISER-UNRAISED-B","0","1","1","",""
"seperwer-NON_RAISER","seperwer-NON_RAISER-RAISED-F","0","","","","1"
"seperwer-NON_RAISER","seperwer-NON_RAISER-RAISED-B","0","1","1","","1"
"seperwer-NON_RAISER","seperwer-NON_RAISER-UNRAISED-F","171","","","",""
"seperwer-NON_RAISER","seperwer-NON_RAISER-UNRAISED-B","0","1","1","",""
"seple-RAISER","seple-RAISER-RAISED-F","15","","","","1"
"seple-RAISER","seple-RAISER-RAISED-B","0","1","1","","1"
"seple-RAISER","seple-RAISER-UNRAISED-F","0","","","1",""
"seple-RAISER","seple-RAISER-UNRAISED-B","0","1","1","1",""
"sepsal-NON_RAISER","sepsal-NON_RAISER-RAISED-F","0","","1","","1"
"sepsal-NON_RAISER","sepsal-NON_RAISER-RAISED-B","0","1","","","1"
"sepsal-NON_RAISER","sepsal-NON_RAISER-UNRAISED-F","0","1","1","",""
"sepsal-NON_RAISER","sepsal-NON_RAISER-UNRAISED-B","6","","","",""
"sepsete-RAISER","sepsete-RAISER-RAISED-F","53","","","","1"
"sepsete-RAISER","sepsete-RAISER-RAISED-B","0","1","1","","1"
"sepsete-RAISER","sepsete-RAISER-UNRAISED-F","0","","","1",""
"sepsete-RAISER","sepsete-RAISER-UNRAISED-B","0","1","1","1",""
"serap-NON_RAISER","serap-NON_RAISER-RAISED-F","0","","1","","1"
"serap-NON_RAISER","serap-NON_RAISER-RAISED-B","0","1","","","1"
"serap-NON_RAISER","serap-NON_RAISER-UNRAISED-F","0","1","1","",""
"serap-NON_RAISER","serap-NON_RAISER-UNRAISED-B","4","","","",""
"serap-RAISER","serap-RAISER-RAISED-F","1","","1","","1"
"serap-RAISER","serap-RAISER-RAISED-B","0","1","","","1"
"serap-RAISER","serap-RAISER-UNRAISED-F","0","1","1","1",""
"serap-RAISER","serap-RAISER-UNRAISED-B","0","","","1",""
"serdar-NON_RAISER","serdar-NON_RAISER-RAISED-F","0","","1","","1"
"serdar-NON_RAISER","serdar-NON_RAISER-RAISED-B","0","1","","","1"
"serdar-NON_RAISER","serdar-NON_RAISER-UNRAISED-F","0","1","1","",""
"serdar-NON_RAISER","serdar-NON_RAISER-UNRAISED-B","14","","","",""
"serdar-NON_RAISER","serdar-NON_RAISER-RAISED-F","0","","1","","1"
"serdar-NON_RAISER","serdar-NON_RAISER-RAISED-B","0","1","","","1"
"serdar-NON_RAISER","serdar-NON_RAISER-UNRAISED-F","0","1","1","",""
"serdar-NON_RAISER","serdar-NON_RAISER-UNRAISED-B","3","","","",""
"seremjan-NON_RAISER","seremjan-NON_RAISER-RAISED-F","0","","1","","1"
"seremjan-NON_RAISER","seremjan-NON_RAISER-RAISED-B","0","1","","","1"
"seremjan-NON_RAISER","seremjan-NON_RAISER-UNRAISED-F","0","1","1","",""
"seremjan-NON_RAISER","seremjan-NON_RAISER-UNRAISED-B","20","","","",""
"sergüzesht-NON_RAISER","sergüzesht-NON_RAISER-RAISED-F","0","","","","1"
"sergüzesht-NON_RAISER","sergüzesht-NON_RAISER-RAISED-B","0","1","1","","1"
"sergüzesht-NON_RAISER","sergüzesht-NON_RAISER-UNRAISED-F","14","","","",""
"sergüzesht-NON_RAISER","sergüzesht-NON_RAISER-UNRAISED-B","0","1","1","",""
"serkerde-RAISER","serkerde-RAISER-RAISED-F","30","","","","1"
"serkerde-RAISER","serkerde-RAISER-RAISED-B","0","1","1","","1"
"serkerde-RAISER","serkerde-RAISER-UNRAISED-F","0","","","1",""
"serkerde-RAISER","serkerde-RAISER-UNRAISED-B","0","1","1","1",""
"serlewhe-RAISER","serlewhe-RAISER-RAISED-F","725","","","","1"
"serlewhe-RAISER","serlewhe-RAISER-RAISED-B","1","1","1","","1"
"serlewhe-RAISER","serlewhe-RAISER-UNRAISED-F","0","","","1",""
"serlewhe-RAISER","serlewhe-RAISER-UNRAISED-B","0","1","1","1",""
"sermaye-RAISER","sermaye-RAISER-RAISED-F","4","1","","","1"
"sermaye-RAISER","sermaye-RAISER-RAISED-B","0","","1","","1"
"sermaye-RAISER","sermaye-RAISER-UNRAISED-F","0","","","1",""
"sermaye-RAISER","sermaye-RAISER-UNRAISED-B","0","1","1","1",""
"serpiyat-NON_RAISER","serpiyat-NON_RAISER-RAISED-F","0","","1","","1"
"serpiyat-NON_RAISER","serpiyat-NON_RAISER-RAISED-B","0","1","","","1"
"serpiyat-NON_RAISER","serpiyat-NON_RAISER-UNRAISED-F","0","1","1","",""
"serpiyat-NON_RAISER","serpiyat-NON_RAISER-UNRAISED-B","2","","","",""
"serrap-NON_RAISER","serrap-NON_RAISER-RAISED-F","0","","1","","1"
"serrap-NON_RAISER","serrap-NON_RAISER-RAISED-B","0","1","","","1"
"serrap-NON_RAISER","serrap-NON_RAISER-UNRAISED-F","0","1","1","",""
"serrap-NON_RAISER","serrap-NON_RAISER-UNRAISED-B","3","","","",""
"serwaz-NON_RAISER","serwaz-NON_RAISER-RAISED-F","0","","1","","1"
"serwaz-NON_RAISER","serwaz-NON_RAISER-RAISED-B","0","1","","","1"
"serwaz-NON_RAISER","serwaz-NON_RAISER-UNRAISED-F","0","1","1","",""
"serwaz-NON_RAISER","serwaz-NON_RAISER-UNRAISED-B","7","","","",""
"serwer-NON_RAISER","serwer-NON_RAISER-RAISED-F","0","","","","1"
"serwer-NON_RAISER","serwer-NON_RAISER-RAISED-B","0","1","1","","1"
"serwer-NON_RAISER","serwer-NON_RAISER-UNRAISED-F","1","","","",""
"serwer-NON_RAISER","serwer-NON_RAISER-UNRAISED-B","0","1","1","",""
"seteng-NON_RAISER","seteng-NON_RAISER-RAISED-F","0","","","","1"
"seteng-NON_RAISER","seteng-NON_RAISER-RAISED-B","0","1","1","","1"
"seteng-NON_RAISER","seteng-NON_RAISER-UNRAISED-F","15","","","",""
"seteng-NON_RAISER","seteng-NON_RAISER-UNRAISED-B","0","1","1","",""
"setle-RAISER","setle-RAISER-RAISED-F","3","","","","1"
"setle-RAISER","setle-RAISER-RAISED-B","0","1","1","","1"
"setle-RAISER","setle-RAISER-UNRAISED-F","0","","","1",""
"setle-RAISER","setle-RAISER-UNRAISED-B","0","1","1","1",""
"setlesh-NON_RAISER","setlesh-NON_RAISER-RAISED-F","0","","","","1"
"setlesh-NON_RAISER","setlesh-NON_RAISER-RAISED-B","0","1","1","","1"
"setlesh-NON_RAISER","setlesh-NON_RAISER-UNRAISED-F","1","","","",""
"setlesh-NON_RAISER","setlesh-NON_RAISER-UNRAISED-B","0","1","1","",""
"setlesh-RAISER","setlesh-RAISER-RAISED-F","1","","","","1"
"setlesh-RAISER","setlesh-RAISER-RAISED-B","0","1","1","","1"
"setlesh-RAISER","setlesh-RAISER-UNRAISED-F","0","","","1",""
"setlesh-RAISER","setlesh-RAISER-UNRAISED-B","0","1","1","1",""
"seweb-NON_RAISER","seweb-NON_RAISER-RAISED-F","0","","","","1"
"seweb-NON_RAISER","seweb-NON_RAISER-RAISED-B","0","1","1","","1"
"seweb-NON_RAISER","seweb-NON_RAISER-UNRAISED-F","4299","","","",""
"seweb-NON_RAISER","seweb-NON_RAISER-UNRAISED-B","1","1","1","",""
"seweb-NON_RAISER","seweb-NON_RAISER-RAISED-F","0","","","","1"
"seweb-NON_RAISER","seweb-NON_RAISER-RAISED-B","0","1","1","","1"
"seweb-NON_RAISER","seweb-NON_RAISER-UNRAISED-F","43","","","",""
"seweb-NON_RAISER","seweb-NON_RAISER-UNRAISED-B","0","1","1","",""
"sewen-NON_RAISER","sewen-NON_RAISER-RAISED-F","0","","","","1"
"sewen-NON_RAISER","sewen-NON_RAISER-RAISED-B","0","1","1","","1"
"sewen-NON_RAISER","sewen-NON_RAISER-UNRAISED-F","84","","","",""
"sewen-NON_RAISER","sewen-NON_RAISER-UNRAISED-B","0","1","1","",""
"sewep-NON_RAISER","sewep-NON_RAISER-RAISED-F","0","","","","1"
"sewep-NON_RAISER","sewep-NON_RAISER-RAISED-B","0","1","1","","1"
"sewep-NON_RAISER","sewep-NON_RAISER-UNRAISED-F","706","","","",""
"sewep-NON_RAISER","sewep-NON_RAISER-UNRAISED-B","0","1","1","",""
"sewiye-NON_RAISER","sewiye-NON_RAISER-RAISED-F","0","","","","1"
"sewiye-NON_RAISER","sewiye-NON_RAISER-RAISED-B","0","1","1","","1"
"sewiye-NON_RAISER","sewiye-NON_RAISER-UNRAISED-F","3","","","",""
"sewiye-NON_RAISER","sewiye-NON_RAISER-UNRAISED-B","0","1","1","",""
"sewiye-RAISER","sewiye-RAISER-RAISED-F","420","","","","1"
"sewiye-RAISER","sewiye-RAISER-RAISED-B","0","1","1","","1"
"sewiye-RAISER","sewiye-RAISER-UNRAISED-F","440","","","1",""
"sewiye-RAISER","sewiye-RAISER-UNRAISED-B","0","1","1","1",""
"sewze-RAISER","sewze-RAISER-RAISED-F","4","","","","1"
"sewze-RAISER","sewze-RAISER-RAISED-B","0","1","1","","1"
"sewze-RAISER","sewze-RAISER-UNRAISED-F","0","","","1",""
"sewze-RAISER","sewze-RAISER-UNRAISED-B","0","1","1","1",""
"seyle-RAISER","seyle-RAISER-RAISED-F","66","","","","1"
"seyle-RAISER","seyle-RAISER-RAISED-B","0","1","1","","1"
"seyle-RAISER","seyle-RAISER-UNRAISED-F","0","","","1",""
"seyle-RAISER","seyle-RAISER-UNRAISED-B","0","1","1","1",""
"seyna-NON_RAISER","seyna-NON_RAISER-RAISED-F","0","","1","","1"
"seyna-NON_RAISER","seyna-NON_RAISER-RAISED-B","0","1","","","1"
"seyna-NON_RAISER","seyna-NON_RAISER-UNRAISED-F","0","1","1","",""
"seyna-NON_RAISER","seyna-NON_RAISER-UNRAISED-B","1","","","",""
"seyshenbe-RAISER","seyshenbe-RAISER-RAISED-F","1","","","","1"
"seyshenbe-RAISER","seyshenbe-RAISER-RAISED-B","0","1","1","","1"
"seyshenbe-RAISER","seyshenbe-RAISER-UNRAISED-F","0","","","1",""
"seyshenbe-RAISER","seyshenbe-RAISER-UNRAISED-B","0","1","1","1",""
"seyyah-NON_RAISER","seyyah-NON_RAISER-RAISED-F","0","","1","","1"
"seyyah-NON_RAISER","seyyah-NON_RAISER-RAISED-B","0","1","","","1"
"seyyah-NON_RAISER","seyyah-NON_RAISER-UNRAISED-F","0","1","1","",""
"seyyah-NON_RAISER","seyyah-NON_RAISER-UNRAISED-B","38","","","",""
"sezar-NON_RAISER","sezar-NON_RAISER-RAISED-F","0","","1","","1"
"sezar-NON_RAISER","sezar-NON_RAISER-RAISED-B","0","1","","","1"
"sezar-NON_RAISER","sezar-NON_RAISER-UNRAISED-F","0","1","1","",""
"sezar-NON_RAISER","sezar-NON_RAISER-UNRAISED-B","1","","","",""
"sha'irane-RAISER","sha'irane-RAISER-RAISED-F","0","1","","","1"
"sha'irane-RAISER","sha'irane-RAISER-RAISED-B","1","","1","","1"
"sha'irane-RAISER","sha'irane-RAISER-UNRAISED-F","0","","","1",""
"sha'irane-RAISER","sha'irane-RAISER-UNRAISED-B","0","1","1","1",""
"shada-RAISER","shada-RAISER-RAISED-F","0","1","1","","1"
"shada-RAISER","shada-RAISER-RAISED-B","4","","","","1"
"shada-RAISER","shada-RAISER-UNRAISED-F","0","1","1","1",""
"shada-RAISER","shada-RAISER-UNRAISED-B","0","","","1",""
"shadlan-RAISER","shadlan-RAISER-RAISED-F","0","1","1","","1"
"shadlan-RAISER","shadlan-RAISER-RAISED-B","4","","","","1"
"shadlan-RAISER","shadlan-RAISER-UNRAISED-F","0","1","1","1",""
"shadlan-RAISER","shadlan-RAISER-UNRAISED-B","0","","","1",""
"shahadet-NON_RAISER","shahadet-NON_RAISER-RAISED-F","0","1","","","1"
"shahadet-NON_RAISER","shahadet-NON_RAISER-RAISED-B","0","","1","","1"
"shahadet-NON_RAISER","shahadet-NON_RAISER-UNRAISED-F","2","","","",""
"shahadet-NON_RAISER","shahadet-NON_RAISER-UNRAISED-B","0","1","1","",""
"shahmat-NON_RAISER","shahmat-NON_RAISER-RAISED-F","0","1","1","","1"
"shahmat-NON_RAISER","shahmat-NON_RAISER-RAISED-B","0","","","","1"
"shahmat-NON_RAISER","shahmat-NON_RAISER-UNRAISED-F","0","1","1","",""
"shahmat-NON_RAISER","shahmat-NON_RAISER-UNRAISED-B","2","","","",""
"shahzade-NON_RAISER","shahzade-NON_RAISER-RAISED-F","0","1","","","1"
"shahzade-NON_RAISER","shahzade-NON_RAISER-RAISED-B","0","","1","","1"
"shahzade-NON_RAISER","shahzade-NON_RAISER-UNRAISED-F","2","","","",""
"shahzade-NON_RAISER","shahzade-NON_RAISER-UNRAISED-B","0","1","1","",""
"shala-RAISER","shala-RAISER-RAISED-F","0","1","1","","1"
"shala-RAISER","shala-RAISER-RAISED-B","6","","","","1"
"shala-RAISER","shala-RAISER-UNRAISED-F","0","1","1","1",""
"shala-RAISER","shala-RAISER-UNRAISED-B","0","","","1",""
"shalghutlashtur-NON_RAISER","shalghutlashtur-NON_RAISER-RAISED-F","0","1","1","","1"
"shalghutlashtur-NON_RAISER","shalghutlashtur-NON_RAISER-RAISED-B","0","","","","1"
"shalghutlashtur-NON_RAISER","shalghutlashtur-NON_RAISER-UNRAISED-F","0","1","1","",""
"shalghutlashtur-NON_RAISER","shalghutlashtur-NON_RAISER-UNRAISED-B","5","","","",""
"shalla-RAISER","shalla-RAISER-RAISED-F","0","1","1","","1"
"shalla-RAISER","shalla-RAISER-RAISED-B","1","","","","1"
"shalla-RAISER","shalla-RAISER-UNRAISED-F","0","1","1","1",""
"shalla-RAISER","shalla-RAISER-UNRAISED-B","0","","","1",""
"shallash-NON_RAISER","shallash-NON_RAISER-RAISED-F","0","1","1","","1"
"shallash-NON_RAISER","shallash-NON_RAISER-RAISED-B","0","","","","1"
"shallash-NON_RAISER","shallash-NON_RAISER-UNRAISED-F","0","1","1","",""
"shallash-NON_RAISER","shallash-NON_RAISER-UNRAISED-B","2","","","",""
"shamal-NON_RAISER","shamal-NON_RAISER-RAISED-F","0","1","1","","1"
"shamal-NON_RAISER","shamal-NON_RAISER-RAISED-B","0","","","","1"
"shamal-NON_RAISER","shamal-NON_RAISER-UNRAISED-F","0","1","1","",""
"shamal-NON_RAISER","shamal-NON_RAISER-UNRAISED-B","73","","","",""
"shamal-RAISER","shamal-RAISER-RAISED-F","0","1","1","","1"
"shamal-RAISER","shamal-RAISER-RAISED-B","43","","","","1"
"shamal-RAISER","shamal-RAISER-UNRAISED-F","0","1","1","1",""
"shamal-RAISER","shamal-RAISER-UNRAISED-B","0","","","1",""
"shamalda-RAISER","shamalda-RAISER-RAISED-F","0","1","1","","1"
"shamalda-RAISER","shamalda-RAISER-RAISED-B","1","","","","1"
"shamalda-RAISER","shamalda-RAISER-UNRAISED-F","0","1","1","1",""
"shamalda-RAISER","shamalda-RAISER-UNRAISED-B","0","","","1",""
"shaman-NON_RAISER","shaman-NON_RAISER-RAISED-F","0","1","1","","1"
"shaman-NON_RAISER","shaman-NON_RAISER-RAISED-B","0","","","","1"
"shaman-NON_RAISER","shaman-NON_RAISER-UNRAISED-F","0","1","1","",""
"shaman-NON_RAISER","shaman-NON_RAISER-UNRAISED-B","20","","","",""
"shamanizm-NON_RAISER","shamanizm-NON_RAISER-RAISED-F","0","1","1","","1"
"shamanizm-NON_RAISER","shamanizm-NON_RAISER-RAISED-B","0","","","","1"
"shamanizm-NON_RAISER","shamanizm-NON_RAISER-UNRAISED-F","0","1","1","",""
"shamanizm-NON_RAISER","shamanizm-NON_RAISER-UNRAISED-B","2","","","",""
"shamdan-NON_RAISER","shamdan-NON_RAISER-RAISED-F","0","1","1","","1"
"shamdan-NON_RAISER","shamdan-NON_RAISER-RAISED-B","0","","","","1"
"shamdan-NON_RAISER","shamdan-NON_RAISER-UNRAISED-F","0","1","1","",""
"shamdan-NON_RAISER","shamdan-NON_RAISER-UNRAISED-B","1","","","",""
"shangxey-NON_RAISER","shangxey-NON_RAISER-RAISED-F","0","1","","","1"
"shangxey-NON_RAISER","shangxey-NON_RAISER-RAISED-B","0","","1","","1"
"shangxey-NON_RAISER","shangxey-NON_RAISER-UNRAISED-F","215","","","",""
"shangxey-NON_RAISER","shangxey-NON_RAISER-UNRAISED-B","0","1","1","",""
"shapa'et-NON_RAISER","shapa'et-NON_RAISER-RAISED-F","0","1","","","1"
"shapa'et-NON_RAISER","shapa'et-NON_RAISER-RAISED-B","0","","1","","1"
"shapa'et-NON_RAISER","shapa'et-NON_RAISER-UNRAISED-F","4","","","",""
"shapa'et-NON_RAISER","shapa'et-NON_RAISER-UNRAISED-B","0","1","1","",""
"shapa'et-RAISER","shapa'et-RAISER-RAISED-F","5","1","","","1"
"shapa'et-RAISER","shapa'et-RAISER-RAISED-B","0","","1","","1"
"shapa'et-RAISER","shapa'et-RAISER-UNRAISED-F","0","","","1",""
"shapa'et-RAISER","shapa'et-RAISER-UNRAISED-B","0","1","1","1",""
"shapa'etchi-NON_RAISER","shapa'etchi-NON_RAISER-RAISED-F","0","1","","","1"
"shapa'etchi-NON_RAISER","shapa'etchi-NON_RAISER-RAISED-B","0","","1","","1"
"shapa'etchi-NON_RAISER","shapa'etchi-NON_RAISER-UNRAISED-F","3","","","",""
"shapa'etchi-NON_RAISER","shapa'etchi-NON_RAISER-UNRAISED-B","0","1","1","",""
"shara'it-NON_RAISER","shara'it-NON_RAISER-RAISED-F","0","1","1","","1"
"shara'it-NON_RAISER","shara'it-NON_RAISER-RAISED-B","0","","","","1"
"shara'it-NON_RAISER","shara'it-NON_RAISER-UNRAISED-F","13","1","1","",""
"shara'it-NON_RAISER","shara'it-NON_RAISER-UNRAISED-B","1296","","","",""
"sharab-NON_RAISER","sharab-NON_RAISER-RAISED-F","0","1","1","","1"
"sharab-NON_RAISER","sharab-NON_RAISER-RAISED-B","0","","","","1"
"sharab-NON_RAISER","sharab-NON_RAISER-UNRAISED-F","0","1","1","",""
"sharab-NON_RAISER","sharab-NON_RAISER-UNRAISED-B","4","","","",""
"sharab-NON_RAISER","sharab-NON_RAISER-RAISED-F","0","1","1","","1"
"sharab-NON_RAISER","sharab-NON_RAISER-RAISED-B","0","","","","1"
"sharab-NON_RAISER","sharab-NON_RAISER-UNRAISED-F","0","1","1","",""
"sharab-NON_RAISER","sharab-NON_RAISER-UNRAISED-B","2","","","",""
"sharapet-NON_RAISER","sharapet-NON_RAISER-RAISED-F","0","1","","","1"
"sharapet-NON_RAISER","sharapet-NON_RAISER-RAISED-B","0","","1","","1"
"sharapet-NON_RAISER","sharapet-NON_RAISER-UNRAISED-F","5","","","",""
"sharapet-NON_RAISER","sharapet-NON_RAISER-UNRAISED-B","0","1","1","",""
"sharapet-RAISER","sharapet-RAISER-RAISED-F","6","1","","","1"
"sharapet-RAISER","sharapet-RAISER-RAISED-B","0","","1","","1"
"sharapet-RAISER","sharapet-RAISER-UNRAISED-F","0","","","1",""
"sharapet-RAISER","sharapet-RAISER-UNRAISED-B","0","1","1","1",""
"sharche-RAISER","sharche-RAISER-RAISED-F","0","1","","","1"
"sharche-RAISER","sharche-RAISER-RAISED-B","1","","1","","1"
"sharche-RAISER","sharche-RAISER-UNRAISED-F","0","","","1",""
"sharche-RAISER","sharche-RAISER-UNRAISED-B","0","1","1","1",""
"sharpa-RAISER","sharpa-RAISER-RAISED-F","0","1","1","","1"
"sharpa-RAISER","sharpa-RAISER-RAISED-B","6","","","","1"
"sharpa-RAISER","sharpa-RAISER-UNRAISED-F","0","1","1","1",""
"sharpa-RAISER","sharpa-RAISER-UNRAISED-B","0","","","1",""
"sharqiratma-RAISER","sharqiratma-RAISER-RAISED-F","0","1","1","","1"
"sharqiratma-RAISER","sharqiratma-RAISER-RAISED-B","2","","","","1"
"sharqiratma-RAISER","sharqiratma-RAISER-UNRAISED-F","0","1","1","1",""
"sharqiratma-RAISER","sharqiratma-RAISER-UNRAISED-B","0","","","1",""
"shatut-NON_RAISER","shatut-NON_RAISER-RAISED-F","0","1","1","","1"
"shatut-NON_RAISER","shatut-NON_RAISER-RAISED-B","0","","","","1"
"shatut-NON_RAISER","shatut-NON_RAISER-UNRAISED-F","0","1","1","",""
"shatut-NON_RAISER","shatut-NON_RAISER-UNRAISED-B","1","","","",""
"shatuti-NON_RAISER","shatuti-NON_RAISER-RAISED-F","0","1","1","","1"
"shatuti-NON_RAISER","shatuti-NON_RAISER-RAISED-B","0","","","","1"
"shatuti-NON_RAISER","shatuti-NON_RAISER-UNRAISED-F","0","1","1","",""
